case_id,timestamp,crime_type,location,ip_address,user_id,device_type,amount_lost,status
CC0253,2026-04-28 08:41:24,Ransomware,Delhi,192.168.204.177,U2794,Mobile,32710,Closed
CC0254,2026-03-07 08:41:24,Ransomware,Delhi,192.168.116.46,U2498,Mobile,4908,Open
CC0255,2026-03-29 08:41:24,Phishing,Mumbai,192.168.8.152,U7192,Mobile,16597,Open
CC0256,2026-03-15 08:41:24,Ransomware,Delhi,192.168.5.150,U5470,Laptop,35104,Open
CC0257,2026-05-04 08:41:24,Phishing,Bangalore,192.168.247.67,U2837,Desktop,40249,Closed
CC0258,2026-04-22 08:41:24,Identity Theft,Bangalore,192.168.117.170,U1198,Desktop,38261,Open
CC0259,2026-03-31 08:41:24,Ransomware,Chandigarh,192.168.108.82,U7006,Desktop,304,Closed
CC0260,2026-05-02 08:41:24,Ransomware,Mumbai,192.168.182.132,U1634,Laptop,42256,Under Investigation
CC0261,2026-04-23 08:41:24,Identity Theft,Bangalore,192.168.105.225,U3963,Laptop,39562,Under Investigation
CC0262,2026-05-03 08:41:24,Ransomware,Chandigarh,192.168.222.108,U1144,Mobile,3000,Closed
CC0263,2026-04-22 08:41:24,Ransomware,Chandigarh,192.168.111.29,U7347,Mobile,6107,Under Investigation
CC0264,2026-03-19 08:41:24,Phishing,Mumbai,192.168.201.160,U4593,Mobile,22976,Closed
CC0265,2026-04-14 08:41:24,UPI Fraud,Bangalore,192.168.103.160,U5722,Mobile,22070,Open
CC0266,2026-05-03 08:41:24,UPI Fraud,Mumbai,192.168.238.119,U8092,Mobile,1749,Closed
CC0267,2026-04-11 08:41:24,Phishing,Delhi,192.168.224.87,U1704,Laptop,16320,Closed
CC0268,2026-04-24 08:41:24,UPI Fraud,Delhi,192.168.50.92,U9063,Laptop,28425,Under Investigation
CC0269,2026-03-24 08:41:24,Phishing,Mumbai,192.168.169.135,U7093,Desktop,37846,Under Investigation
CC0270,2026-03-07 08:41:24,Ransomware,Delhi,192.168.160.6,U2743,Desktop,5022,Open
CC0271,2026-03-17 08:41:24,Ransomware,Mumbai,192.168.10.215,U6632,Laptop,46297,Under Investigation
CC0272,2026-03-24 08:41:24,UPI Fraud,Delhi,192.168.239.232,U9256,Laptop,42341,Closed
CC0273,2026-03-08 08:41:24,Ransomware,Delhi,192.168.63.203,U9072,Mobile,32898,Open
CC0274,2026-03-26 08:41:24,Ransomware,Delhi,192.168.96.91,U2790,Mobile,38202,Closed
CC0275,2026-03-09 08:41:24,Identity Theft,Mumbai,192.168.101.150,U2636,Desktop,24994,Open
CC0276,2026-03-08 08:41:24,Identity Theft,Bangalore,192.168.18.201,U2709,Mobile,18751,Closed
CC0277,2026-04-11 08:41:24,Identity Theft,Delhi,192.168.48.26,U3491,Desktop,34142,Closed
CC0278,2026-03-14 08:41:24,UPI Fraud,Chandigarh,192.168.216.132,U3369,Laptop,16906,Under Investigation
CC0279,2026-03-18 08:41:24,Phishing,Bangalore,192.168.189.232,U9070,Laptop,15515,Under Investigation
CC0280,2026-04-09 08:41:24,Identity Theft,Delhi,192.168.210.4,U1504,Mobile,10034,Closed
CC0281,2026-03-11 08:41:24,Phishing,Delhi,192.168.87.69,U2027,Laptop,16389,Under Investigation
CC0282,2026-04-17 08:41:24,Ransomware,Delhi,192.168.193.202,U5786,Mobile,11923,Open
CC0283,2026-03-18 08:41:24,Ransomware,Delhi,192.168.80.177,U3413,Desktop,16446,Under Investigation
CC0284,2026-04-15 08:41:24,Identity Theft,Bangalore,192.168.205.189,U6957,Laptop,8630,Closed
CC0285,2026-04-10 08:41:24,Identity Theft,Mumbai,192.168.184.207,U4363,Mobile,28159,Closed
CC0286,2026-04-05 08:41:24,Phishing,Delhi,192.168.251.9,U8452,Desktop,18725,Open
CC0287,2026-04-12 08:41:24,Phishing,Bangalore,192.168.155.162,U8378,Desktop,29857,Under Investigation
CC0288,2026-04-19 08:41:24,Ransomware,Mumbai,192.168.39.160,U9761,Desktop,16103,Under Investigation
CC0289,2026-04-11 08:41:24,Phishing,Delhi,192.168.31.61,U5291,Desktop,16690,Closed
CC0290,2026-03-14 08:41:24,UPI Fraud,Chandigarh,192.168.227.242,U9556,Laptop,30506,Closed
CC0291,2026-03-06 08:41:24,Ransomware,Delhi,192.168.79.34,U9773,Laptop,10454,Closed
CC0292,2026-04-09 08:41:24,UPI Fraud,Mumbai,192.168.214.30,U5685,Mobile,3480,Open
CC0293,2026-04-25 08:41:24,UPI Fraud,Chandigarh,192.168.49.188,U3298,Laptop,10084,Under Investigation
CC0294,2026-04-17 08:41:24,Ransomware,Delhi,192.168.48.225,U6196,Laptop,2738,Open
CC0295,2026-03-17 08:41:24,UPI Fraud,Mumbai,192.168.42.86,U8609,Mobile,33808,Open
CC0296,2026-04-12 08:41:24,Phishing,Chandigarh,192.168.121.202,U4024,Desktop,26851,Open
CC0297,2026-03-16 08:41:24,Identity Theft,Delhi,192.168.36.20,U9590,Laptop,39230,Open
CC0298,2026-04-29 08:41:24,UPI Fraud,Bangalore,192.168.46.173,U4191,Laptop,32546,Closed
CC0299,2026-05-02 08:41:24,Identity Theft,Delhi,192.168.162.184,U9044,Laptop,23336,Open
CC0300,2026-03-11 08:41:24,UPI Fraud,Bangalore,192.168.18.235,U6818,Mobile,7356,Closed
CC0301,2026-04-08 08:41:24,Identity Theft,Bangalore,192.168.36.104,U7267,Laptop,38686,Closed
CC0302,2026-04-10 08:41:24,Phishing,Mumbai,192.168.210.72,U9541,Desktop,15206,Open
CC0303,2026-04-28 08:41:24,UPI Fraud,Chandigarh,192.168.207.238,U1097,Laptop,15770,Closed
CC0304,2026-04-02 08:41:24,Identity Theft,Delhi,192.168.166.94,U1117,Desktop,40651,Under Investigation
CC0305,2026-04-30 08:41:24,Identity Theft,Chandigarh,192.168.181.24,U8192,Mobile,43014,Closed
CC0306,2026-04-15 08:41:24,Phishing,Chandigarh,192.168.122.149,U3205,Mobile,36955,Open
CC0307,2026-03-25 08:41:24,Ransomware,Mumbai,192.168.87.138,U8596,Mobile,5484,Under Investigation
CC0308,2026-03-27 08:41:24,Ransomware,Bangalore,192.168.2.20,U2859,Laptop,15339,Closed
CC0309,2026-03-31 08:41:24,UPI Fraud,Chandigarh,192.168.206.70,U1573,Mobile,20307,Under Investigation
CC0310,2026-04-29 08:41:24,Identity Theft,Delhi,192.168.5.80,U1968,Laptop,24237,Open
CC0311,2026-03-20 08:41:24,Ransomware,Chandigarh,192.168.80.129,U3937,Laptop,35020,Open
CC0312,2026-04-13 08:41:24,Phishing,Mumbai,192.168.72.240,U1214,Laptop,36994,Open
CC0313,2026-04-26 08:41:24,Ransomware,Delhi,192.168.216.55,U8715,Laptop,41552,Closed
CC0314,2026-03-28 08:41:24,Ransomware,Chandigarh,192.168.237.101,U6550,Mobile,20487,Closed
CC0315,2026-04-01 08:41:24,UPI Fraud,Delhi,192.168.21.69,U7911,Desktop,11220,Closed
CC0316,2026-03-31 08:41:24,Ransomware,Chandigarh,192.168.255.27,U4976,Laptop,12186,Closed
CC0317,2026-04-07 08:41:24,Identity Theft,Mumbai,192.168.196.97,U3424,Desktop,47946,Open
CC0318,2026-04-10 08:41:24,Identity Theft,Chandigarh,192.168.18.111,U4201,Mobile,16343,Open
CC0319,2026-04-22 08:41:24,UPI Fraud,Delhi,192.168.62.198,U9061,Desktop,7599,Closed
CC0320,2026-04-07 08:41:24,Phishing,Bangalore,192.168.240.6,U7206,Desktop,43558,Closed
CC0321,2026-03-28 08:41:24,UPI Fraud,Bangalore,192.168.164.123,U1190,Desktop,33330,Under Investigation
CC0322,2026-05-02 08:41:24,Identity Theft,Mumbai,192.168.101.120,U9484,Mobile,34714,Open
CC0323,2026-03-27 08:41:24,Identity Theft,Delhi,192.168.42.98,U1464,Mobile,33744,Open
CC0324,2026-04-30 08:41:24,UPI Fraud,Mumbai,192.168.40.213,U9186,Desktop,49833,Open
CC0325,2026-03-10 08:41:24,Identity Theft,Mumbai,192.168.94.178,U1785,Laptop,25015,Open
CC0326,2026-03-24 08:41:24,Ransomware,Chandigarh,192.168.132.16,U6118,Mobile,27437,Open
CC0327,2026-03-30 08:41:24,Ransomware,Delhi,192.168.110.32,U1523,Laptop,44642,Open
CC0328,2026-04-09 08:41:24,Phishing,Chandigarh,192.168.188.23,U8334,Desktop,2080,Under Investigation
CC0329,2026-04-17 08:41:24,UPI Fraud,Bangalore,192.168.5.38,U5468,Mobile,30706,Under Investigation
CC0330,2026-04-01 08:41:24,UPI Fraud,Chandigarh,192.168.167.18,U1154,Laptop,21644,Under Investigation
CC0331,2026-04-27 08:41:24,UPI Fraud,Bangalore,192.168.102.206,U8730,Desktop,40976,Open
CC0332,2026-03-06 08:41:24,Ransomware,Mumbai,192.168.141.180,U5547,Mobile,13051,Open
CC0333,2026-04-20 08:41:24,Phishing,Delhi,192.168.24.104,U8766,Desktop,16771,Open
CC0334,2026-04-16 08:41:24,Identity Theft,Delhi,192.168.20.147,U3471,Mobile,38662,Under Investigation
CC0335,2026-03-25 08:41:24,Identity Theft,Chandigarh,192.168.208.250,U6367,Mobile,21788,Closed
CC0336,2026-04-04 08:41:24,UPI Fraud,Mumbai,192.168.58.186,U2371,Mobile,43605,Open
CC0337,2026-03-07 08:41:24,Identity Theft,Mumbai,192.168.162.143,U3591,Mobile,28921,Open
CC0338,2026-03-25 08:41:24,Phishing,Delhi,192.168.134.39,U9264,Laptop,19406,Closed
CC0339,2026-04-23 08:41:24,UPI Fraud,Chandigarh,192.168.123.95,U2529,Mobile,1778,Closed
CC0340,2026-04-13 08:41:24,Ransomware,Mumbai,192.168.238.14,U1333,Mobile,8228,Under Investigation
CC0341,2026-04-15 08:41:24,Identity Theft,Delhi,192.168.6.51,U4065,Desktop,43384,Open
CC0342,2026-04-30 08:41:24,Identity Theft,Chandigarh,192.168.76.169,U8242,Mobile,48566,Closed
CC0343,2026-04-25 08:41:24,Ransomware,Chandigarh,192.168.240.101,U1625,Desktop,21579,Open
CC0344,2026-04-17 08:41:24,Identity Theft,Mumbai,192.168.197.22,U5172,Mobile,18226,Open
CC0345,2026-04-04 08:41:24,Identity Theft,Delhi,192.168.21.68,U8947,Laptop,27797,Closed
CC0346,2026-03-11 08:41:24,Phishing,Mumbai,192.168.187.151,U8129,Mobile,32212,Closed
CC0347,2026-05-05 08:41:24,UPI Fraud,Delhi,192.168.24.192,U2710,Mobile,17874,Under Investigation
CC0348,2026-03-27 08:41:24,Identity Theft,Mumbai,192.168.5.101,U6382,Laptop,1094,Under Investigation
CC0349,2026-05-02 08:41:24,Phishing,Chandigarh,192.168.36.138,U2193,Laptop,11224,Closed
CC0350,2026-04-26 08:41:24,Ransomware,Chandigarh,192.168.156.4,U8179,Desktop,41755,Closed
CC0351,2026-04-28 08:41:24,Phishing,Bangalore,192.168.10.199,U1992,Laptop,26431,Closed
CC0352,2026-04-25 08:41:24,UPI Fraud,Mumbai,192.168.14.187,U5649,Desktop,24847,Closed
CC0353,2026-05-02 08:41:24,Ransomware,Bangalore,192.168.241.46,U3809,Desktop,37118,Open
CC0354,2026-05-05 08:41:24,Phishing,Bangalore,192.168.252.159,U8110,Mobile,24221,Closed
CC0355,2026-05-04 08:41:24,Identity Theft,Bangalore,192.168.34.14,U8519,Laptop,37769,Open
CC0356,2026-04-10 08:41:24,UPI Fraud,Chandigarh,192.168.210.65,U2985,Mobile,43690,Closed
CC0357,2026-04-04 08:41:24,Ransomware,Mumbai,192.168.143.117,U5016,Laptop,19424,Under Investigation
CC0358,2026-03-18 08:41:24,Ransomware,Delhi,192.168.104.228,U9976,Laptop,12888,Open
CC0359,2026-04-25 08:41:24,Ransomware,Chandigarh,192.168.119.245,U5720,Mobile,25603,Under Investigation
CC0360,2026-03-14 08:41:24,Ransomware,Mumbai,192.168.25.3,U1003,Desktop,37889,Under Investigation
CC0361,2026-04-02 08:41:24,Phishing,Mumbai,192.168.185.199,U5038,Desktop,18988,Open
CC0362,2026-04-05 08:41:24,Identity Theft,Delhi,192.168.43.101,U5892,Laptop,46940,Open
CC0363,2026-03-26 08:41:24,Ransomware,Chandigarh,192.168.47.240,U1067,Desktop,25293,Under Investigation
CC0364,2026-04-22 08:41:24,Identity Theft,Delhi,192.168.148.20,U4523,Mobile,14461,Open
CC0365,2026-03-25 08:41:24,Phishing,Delhi,192.168.58.204,U1807,Laptop,42630,Under Investigation
CC0366,2026-03-09 08:41:24,Ransomware,Delhi,192.168.48.230,U8273,Mobile,23277,Closed
CC0367,2026-04-25 08:41:24,Ransomware,Mumbai,192.168.12.82,U4914,Laptop,34726,Closed
CC0368,2026-03-08 08:41:24,Ransomware,Mumbai,192.168.168.195,U7897,Desktop,46023,Under Investigation
CC0369,2026-03-12 08:41:24,UPI Fraud,Delhi,192.168.26.28,U5725,Mobile,48008,Closed
CC0370,2026-03-17 08:41:24,Phishing,Mumbai,192.168.104.76,U5952,Laptop,14126,Under Investigation
CC0371,2026-03-13 08:41:24,Ransomware,Delhi,192.168.211.51,U3622,Desktop,2013,Closed
CC0372,2026-04-22 08:41:24,Phishing,Delhi,192.168.250.203,U8918,Desktop,9696,Open
CC0373,2026-04-11 08:41:24,Identity Theft,Delhi,192.168.14.227,U9073,Laptop,17071,Under Investigation
CC0374,2026-04-21 08:41:24,Identity Theft,Mumbai,192.168.233.169,U7394,Mobile,29691,Open
CC0375,2026-03-17 08:41:24,UPI Fraud,Mumbai,192.168.47.240,U6293,Desktop,9290,Closed
CC0376,2026-04-15 08:41:24,Identity Theft,Chandigarh,192.168.245.216,U4076,Mobile,39734,Under Investigation
CC0377,2026-03-26 08:41:24,Identity Theft,Mumbai,192.168.189.92,U2137,Desktop,15327,Closed
CC0378,2026-03-14 08:41:24,Phishing,Mumbai,192.168.65.90,U4687,Mobile,34752,Closed
CC0379,2026-04-20 08:41:24,Identity Theft,Delhi,192.168.254.203,U8279,Desktop,24630,Closed
CC0380,2026-03-24 08:41:24,Identity Theft,Bangalore,192.168.135.62,U5688,Laptop,44464,Open
CC0381,2026-05-01 08:41:24,Identity Theft,Mumbai,192.168.162.228,U1510,Desktop,13282,Under Investigation
CC0382,2026-03-12 08:41:24,Identity Theft,Mumbai,192.168.51.206,U7455,Laptop,6064,Under Investigation
CC0383,2026-03-06 08:41:24,UPI Fraud,Chandigarh,192.168.176.25,U2202,Laptop,12503,Closed
CC0384,2026-04-06 08:41:24,Phishing,Mumbai,192.168.94.158,U1272,Mobile,22979,Open
CC0385,2026-04-23 08:41:24,Phishing,Mumbai,192.168.25.230,U5698,Laptop,2086,Open
CC0386,2026-03-17 08:41:24,Phishing,Chandigarh,192.168.143.107,U5786,Mobile,20482,Closed
CC0387,2026-04-21 08:41:24,Identity Theft,Delhi,192.168.204.33,U5960,Mobile,22905,Open
CC0388,2026-03-19 08:41:24,Phishing,Delhi,192.168.228.3,U4997,Mobile,29093,Closed
CC0389,2026-03-13 08:41:24,UPI Fraud,Mumbai,192.168.72.192,U5886,Desktop,7875,Closed
CC0390,2026-04-30 08:41:24,UPI Fraud,Delhi,192.168.115.130,U2288,Laptop,43952,Open
CC0391,2026-04-20 08:41:24,UPI Fraud,Delhi,192.168.140.83,U7527,Desktop,39666,Closed
CC0392,2026-03-15 08:41:24,Ransomware,Bangalore,192.168.151.173,U2050,Mobile,17096,Closed
CC0393,2026-04-11 08:41:24,Phishing,Bangalore,192.168.52.88,U7130,Laptop,46273,Closed
CC0394,2026-05-04 08:41:24,UPI Fraud,Mumbai,192.168.160.224,U7498,Laptop,23343,Closed
CC0395,2026-03-12 08:41:24,UPI Fraud,Delhi,192.168.102.171,U7679,Desktop,1784,Under Investigation
CC0396,2026-05-05 08:41:24,Identity Theft,Bangalore,192.168.248.65,U1720,Laptop,43990,Open
CC0397,2026-05-02 08:41:24,UPI Fraud,Delhi,192.168.26.175,U2890,Desktop,21993,Under Investigation
CC0398,2026-03-28 08:41:24,UPI Fraud,Delhi,192.168.228.56,U9295,Laptop,8162,Under Investigation
CC0399,2026-04-18 08:41:24,Phishing,Bangalore,192.168.62.245,U2153,Laptop,27929,Closed
CC0400,2026-04-01 08:41:24,UPI Fraud,Bangalore,192.168.100.118,U2521,Desktop,7931,Open
CC0401,2026-04-12 08:41:24,Ransomware,Mumbai,192.168.252.87,U2465,Desktop,10521,Under Investigation
CC0402,2026-03-12 08:41:24,Phishing,Bangalore,192.168.114.94,U9192,Desktop,27436,Open
CC0403,2026-03-08 08:41:24,Identity Theft,Chandigarh,192.168.101.33,U2107,Laptop,6981,Open
CC0404,2026-03-27 08:41:24,Ransomware,Chandigarh,192.168.196.223,U7123,Mobile,20990,Closed
CC0405,2026-04-25 08:41:24,Ransomware,Delhi,192.168.221.46,U8205,Desktop,28761,Under Investigation
CC0406,2026-04-28 08:41:24,Identity Theft,Delhi,192.168.3.120,U4492,Desktop,30806,Closed
CC0407,2026-03-29 08:41:24,Phishing,Bangalore,192.168.107.188,U4157,Laptop,47307,Under Investigation
CC0408,2026-03-30 08:41:24,Identity Theft,Chandigarh,192.168.32.55,U1039,Laptop,45075,Under Investigation
CC0409,2026-04-21 08:41:24,Phishing,Delhi,192.168.238.154,U4789,Laptop,23732,Closed
CC0410,2026-03-25 08:41:24,Phishing,Delhi,192.168.29.163,U7925,Laptop,21818,Open
CC0411,2026-04-30 08:41:24,Ransomware,Mumbai,192.168.224.40,U1355,Laptop,36245,Under Investigation
CC0412,2026-04-16 08:41:24,UPI Fraud,Chandigarh,192.168.141.80,U9965,Laptop,27922,Under Investigation
CC0413,2026-04-15 08:41:24,Phishing,Bangalore,192.168.94.22,U6960,Laptop,38772,Open
CC0414,2026-03-25 08:41:24,UPI Fraud,Chandigarh,192.168.40.156,U7780,Mobile,27532,Under Investigation
CC0415,2026-03-25 08:41:24,Phishing,Delhi,192.168.112.239,U9347,Mobile,42019,Closed
CC0416,2026-04-27 08:41:24,UPI Fraud,Delhi,192.168.5.127,U3178,Desktop,11866,Open
CC0417,2026-03-10 08:41:24,Ransomware,Delhi,192.168.79.147,U1978,Desktop,41878,Closed
CC0418,2026-03-24 08:41:24,Identity Theft,Bangalore,192.168.171.230,U2825,Desktop,45802,Closed
CC0419,2026-04-02 08:41:24,Identity Theft,Delhi,192.168.77.79,U3507,Laptop,43455,Closed
CC0420,2026-03-20 08:41:24,Ransomware,Delhi,192.168.222.210,U7459,Laptop,43422,Open
CC0421,2026-03-27 08:41:24,Phishing,Bangalore,192.168.95.21,U3403,Laptop,29239,Open
CC0422,2026-04-13 08:41:24,Phishing,Mumbai,192.168.212.191,U4304,Mobile,6235,Closed
CC0423,2026-05-04 08:41:24,Phishing,Chandigarh,192.168.54.182,U2610,Mobile,18662,Under Investigation
CC0424,2026-04-26 08:41:24,Ransomware,Mumbai,192.168.117.30,U3161,Desktop,19592,Open
CC0425,2026-05-02 08:41:24,Identity Theft,Mumbai,192.168.96.239,U3127,Desktop,20238,Closed
CC0426,2026-03-21 08:41:24,UPI Fraud,Chandigarh,192.168.171.206,U8097,Desktop,26128,Under Investigation
CC0427,2026-03-17 08:41:24,Identity Theft,Chandigarh,192.168.160.246,U7428,Desktop,34618,Closed
CC0428,2026-03-28 08:41:24,Ransomware,Delhi,192.168.18.68,U4861,Laptop,15655,Open
CC0429,2026-03-24 08:41:24,Identity Theft,Bangalore,192.168.159.222,U9761,Desktop,29599,Under Investigation
CC0430,2026-04-03 08:41:24,Phishing,Chandigarh,192.168.159.142,U8428,Desktop,32857,Open
CC0431,2026-04-09 08:41:24,Phishing,Delhi,192.168.19.135,U6208,Desktop,18972,Open
CC0432,2026-03-23 08:41:24,Identity Theft,Bangalore,192.168.202.72,U8224,Mobile,27413,Closed
CC0433,2026-03-12 08:41:24,UPI Fraud,Mumbai,192.168.164.132,U8036,Desktop,30964,Under Investigation
CC0434,2026-03-24 08:41:24,Phishing,Delhi,192.168.36.181,U6146,Laptop,43751,Closed
CC0435,2026-03-23 08:41:24,Phishing,Mumbai,192.168.151.92,U8159,Mobile,36895,Under Investigation
CC0436,2026-03-25 08:41:24,Phishing,Chandigarh,192.168.191.46,U8398,Desktop,17269,Under Investigation
CC0437,2026-03-06 08:41:24,UPI Fraud,Chandigarh,192.168.8.85,U9246,Mobile,48525,Closed
CC0438,2026-03-20 08:41:24,Ransomware,Chandigarh,192.168.70.211,U9602,Laptop,13107,Open
CC0439,2026-03-23 08:41:24,UPI Fraud,Mumbai,192.168.166.15,U7652,Laptop,31835,Under Investigation
CC0440,2026-04-24 08:41:24,Identity Theft,Chandigarh,192.168.33.25,U9963,Desktop,15845,Closed
CC0441,2026-03-11 08:41:24,UPI Fraud,Mumbai,192.168.202.26,U1730,Mobile,28231,Closed
CC0442,2026-04-09 08:41:24,UPI Fraud,Mumbai,192.168.11.118,U7884,Desktop,21979,Under Investigation
CC0443,2026-03-20 08:41:24,UPI Fraud,Mumbai,192.168.26.40,U7648,Mobile,30065,Open
CC0444,2026-04-07 08:41:24,Phishing,Mumbai,192.168.57.19,U9580,Mobile,24673,Open
CC0445,2026-04-18 08:41:24,Identity Theft,Bangalore,192.168.216.90,U6966,Laptop,32585,Under Investigation
CC0446,2026-03-12 08:41:24,Ransomware,Delhi,192.168.62.189,U5849,Laptop,49533,Open
CC0447,2026-03-10 08:41:24,Ransomware,Delhi,192.168.77.161,U8031,Laptop,13747,Open
CC0448,2026-03-28 08:41:24,Ransomware,Delhi,192.168.161.227,U5677,Desktop,35518,Open
CC0449,2026-04-16 08:41:24,Ransomware,Chandigarh,192.168.62.161,U3325,Mobile,42338,Closed
CC0450,2026-04-21 08:41:24,Phishing,Bangalore,192.168.97.79,U6809,Desktop,37596,Closed
CC0451,2026-04-07 08:41:24,Identity Theft,Mumbai,192.168.11.49,U2886,Mobile,1706,Under Investigation
CC0452,2026-03-23 08:41:24,Ransomware,Mumbai,192.168.226.190,U4030,Laptop,43492,Closed
CC0453,2026-03-24 08:41:24,Ransomware,Delhi,192.168.142.157,U7167,Mobile,30384,Under Investigation
CC0454,2026-04-30 08:41:24,Phishing,Bangalore,192.168.13.182,U3077,Laptop,20115,Under Investigation
CC0455,2026-04-08 08:41:24,Identity Theft,Mumbai,192.168.182.227,U5327,Mobile,39562,Open
CC0456,2026-05-04 08:41:24,Identity Theft,Bangalore,192.168.9.72,U6203,Mobile,13987,Open
CC0457,2026-03-25 08:41:24,Identity Theft,Chandigarh,192.168.68.40,U5258,Laptop,18206,Closed
CC0458,2026-04-09 08:41:24,Ransomware,Bangalore,192.168.180.215,U3485,Mobile,31189,Open
CC0459,2026-03-13 08:41:24,UPI Fraud,Bangalore,192.168.225.57,U9094,Laptop,35612,Under Investigation
CC0460,2026-04-22 08:41:24,Phishing,Bangalore,192.168.230.154,U2938,Mobile,40349,Under Investigation
CC0461,2026-03-17 08:41:24,Identity Theft,Bangalore,192.168.108.12,U8413,Laptop,39131,Open
CC0462,2026-04-23 08:41:24,UPI Fraud,Bangalore,192.168.158.9,U7785,Mobile,28120,Open
CC0463,2026-03-08 08:41:24,Phishing,Delhi,192.168.137.3,U1244,Desktop,45102,Under Investigation
CC0464,2026-05-01 08:41:24,Phishing,Delhi,192.168.190.187,U9636,Desktop,31489,Open
CC0465,2026-04-14 08:41:24,Identity Theft,Chandigarh,192.168.18.151,U5006,Mobile,11271,Closed
CC0466,2026-03-07 08:41:24,Identity Theft,Mumbai,192.168.209.161,U9061,Desktop,5035,Open
CC0467,2026-04-26 08:41:24,Identity Theft,Mumbai,192.168.166.77,U5271,Laptop,7792,Closed
CC0468,2026-03-25 08:41:24,Ransomware,Chandigarh,192.168.83.145,U7542,Laptop,2113,Under Investigation
CC0469,2026-03-29 08:41:24,UPI Fraud,Bangalore,192.168.117.182,U1219,Mobile,47840,Open
CC0470,2026-04-16 08:41:24,Ransomware,Delhi,192.168.215.17,U7934,Mobile,35042,Under Investigation
CC0471,2026-04-24 08:41:24,Ransomware,Delhi,192.168.62.208,U1655,Laptop,1146,Open
CC0472,2026-04-07 08:41:24,Identity Theft,Chandigarh,192.168.237.122,U6672,Mobile,15134,Under Investigation
CC0473,2026-04-28 08:41:24,UPI Fraud,Bangalore,192.168.241.96,U2018,Laptop,49425,Open
CC0474,2026-03-24 08:41:24,UPI Fraud,Delhi,192.168.190.204,U9007,Laptop,9744,Open
CC0475,2026-04-28 08:41:24,Ransomware,Mumbai,192.168.129.43,U6771,Laptop,24796,Closed
CC0476,2026-04-03 08:41:24,Ransomware,Bangalore,192.168.63.241,U8610,Desktop,14665,Under Investigation
CC0477,2026-03-27 08:41:24,UPI Fraud,Mumbai,192.168.240.117,U6176,Desktop,11340,Under Investigation
CC0478,2026-03-18 08:41:24,Ransomware,Chandigarh,192.168.31.123,U1040,Laptop,2749,Open
CC0479,2026-03-28 08:41:24,Identity Theft,Delhi,192.168.185.183,U6783,Mobile,11981,Open
CC0480,2026-03-25 08:41:24,Ransomware,Mumbai,192.168.121.87,U8026,Laptop,24704,Open
CC0481,2026-04-02 08:41:24,UPI Fraud,Bangalore,192.168.105.4,U8855,Mobile,26287,Closed
CC0482,2026-04-18 08:41:24,Ransomware,Mumbai,192.168.67.158,U8549,Laptop,43393,Closed
CC0483,2026-03-23 08:41:24,Phishing,Delhi,192.168.97.61,U1981,Laptop,23570,Closed
CC0484,2026-03-20 08:41:24,UPI Fraud,Mumbai,192.168.221.117,U2191,Mobile,14051,Open
CC0485,2026-05-05 08:41:24,Phishing,Chandigarh,192.168.145.74,U3219,Desktop,30573,Under Investigation
CC0486,2026-04-26 08:41:24,Identity Theft,Chandigarh,192.168.158.216,U9829,Mobile,4341,Closed
CC0487,2026-04-22 08:41:24,Identity Theft,Chandigarh,192.168.70.5,U4336,Laptop,19669,Closed
CC0488,2026-04-07 08:41:24,UPI Fraud,Chandigarh,192.168.142.64,U5141,Mobile,32577,Closed
CC0489,2026-03-29 08:41:24,Identity Theft,Chandigarh,192.168.24.164,U7412,Laptop,46245,Under Investigation
CC0490,2026-03-09 08:41:24,Identity Theft,Mumbai,192.168.164.91,U7066,Laptop,31937,Under Investigation
CC0491,2026-03-24 08:41:24,UPI Fraud,Bangalore,192.168.217.109,U2587,Desktop,9025,Under Investigation
CC0492,2026-05-02 08:41:24,UPI Fraud,Mumbai,192.168.141.135,U2371,Desktop,31412,Open
CC0493,2026-04-20 08:41:24,Ransomware,Bangalore,192.168.195.241,U2517,Laptop,31802,Open
CC0494,2026-03-19 08:41:24,Phishing,Delhi,192.168.239.119,U9065,Laptop,39385,Closed
CC0495,2026-03-25 08:41:24,Ransomware,Chandigarh,192.168.74.61,U6279,Mobile,2758,Open
CC0496,2026-04-24 08:41:24,UPI Fraud,Chandigarh,192.168.179.60,U4085,Desktop,13289,Under Investigation
CC0497,2026-04-03 08:41:24,Identity Theft,Bangalore,192.168.143.66,U1502,Desktop,25693,Open
CC0498,2026-03-30 08:41:24,UPI Fraud,Mumbai,192.168.150.187,U9441,Desktop,3859,Under Investigation
CC0499,2026-03-18 08:41:24,UPI Fraud,Chandigarh,192.168.218.75,U5071,Desktop,17493,Under Investigation
CC0500,2026-04-24 08:41:24,Ransomware,Delhi,192.168.98.121,U7152,Laptop,5858,Open
