Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.46324504
Dell,Notebook,8,2.24,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,10.31238676
Dell,2 in 1 Convertible,8,2.67,1,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.65892197
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,Intel Core i7,0,1024,Intel,Windows,11.28811452
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,10.12189028
HP,Notebook,8,2.5,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,10.90115622
Lenovo,Notebook,8,2.05,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,10.75548293
Apple,Ultrabook,8,1.37,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac,11.5556994
Asus,Gaming,16,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,11.32092587
Dell,Notebook,8,2.14,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,10.57552676
Lenovo,2 in 1 Convertible,16,1.36,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,11.79920696
Toshiba,Notebook,8,2.2,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Windows,10.67506137
Dell,Notebook,12,2.3,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,10.54514062
Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i7,1000,128,AMD,Others,10.97771698
Acer,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.58894524
Lenovo,Notebook,4,2.8,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,10.16792352
Lenovo,Notebook,8,2.8,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,Others,10.71962021
Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows,10.73132995
Dell,Notebook,4,2.25,0,0,141.2119981,Intel Core i3,1000,0,AMD,Others,10.03468422
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.69578118
Lenovo,Notebook,6,2.2,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.3368635
Acer,Notebook,8,3,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.83307509
Acer,Notebook,12,2.15,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows,10.46628456
Lenovo,Notebook,8,1.95,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,10.97589549
Asus,Ultrabook,8,1.7,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.86004768
Lenovo,Gaming,16,2.5,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.04798293
Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,10.46629974
Acer,Notebook,2,2.19,0,0,100.4546699,Other Intel Processor,0,16,Intel,Others,9.268865851
Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,11.05474542
HP,Notebook,8,2.54,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,10.16792352
Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.48708567
Lenovo,Notebook,8,2.05,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.58085895
Lenovo,Gaming,8,3.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,11.14491104
Acer,Notebook,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,10.86209267
Dell,Workstation,16,3.42,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.94279268
Lenovo,Notebook,6,2.4,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,10.18816712
Asus,Ultrabook,16,1.63,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.26721724
Asus,Notebook,4,1.3,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,10.20800904
Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.63567535
Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,10.45099374
Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,Others,10.28365947
Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.11838843
Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.86163728
HP,2 in 1 Convertible,16,1.28,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.5638847
Toshiba,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.92541748
Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.68364511
HP,Notebook,4,1.86,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,10.12616379
Lenovo,Notebook,8,1.1,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.8823158
Dell,Ultrabook,16,1.21,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,11.79920696
MSI,Gaming,16,2.8,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.62477735
Acer,Notebook,8,2.23,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.12616379
Asus,2 in 1 Convertible,2,1.1,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.592332124
Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,10.71371352
HP,2 in 1 Convertible,16,1.29,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,11.77899608
Lenovo,Notebook,4,1.45,0,0,117.8265301,Other Intel Processor,0,0,Intel,Others,10.1065701
HP,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.8631136
Acer,Notebook,4,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,10.15970992
HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.13950771
Lenovo,Notebook,4,2.79,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,10.35398721
Asus,Notebook,8,2,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,10.97315701
HP,Notebook,8,2.1,0,1,100.4546699,Intel Core i7,1000,0,Intel,Windows,10.78017555
Acer,Notebook,8,2.2,0,0,100.4546699,AMD Processor,0,256,AMD,Windows,10.46628456
Lenovo,Notebook,4,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.652314829
Acer,Notebook,6,2.23,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.28365947
Asus,Ultrabook,8,1.7,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.93201123
HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,11.1722476
Dell,Notebook,32,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,11.85371636
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.06480418
Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,10.82462731
Asus,Notebook,8,2,0,0,157.3505121,Intel Core i7,1000,256,Intel,Windows,11.17149825
Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,10.08258391
Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.8823158
HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.12075716
Dell,Ultrabook,8,1.9,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.93115363
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.0178472
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.59229576
Dell,Notebook,8,2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,11.01675394
Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,9.591968421
Lenovo,Notebook,12,2.2,0,0,141.2119981,AMD Processor,2000,0,AMD,Windows,10.77684406
HP,Notebook,8,2.1,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,10.54924119
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.9650604,Intel Core i7,0,512,Intel,Windows,11.62477735
Dell,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.34010804
Lenovo,Gaming,16,2.4,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,Windows,11.00464859
HP,Notebook,2,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.606772808
Dell,Ultrabook,16,1.88,0,0,141.2119981,Intel Core i7,0,768,Intel,Windows,11.3582826
Asus,2 in 1 Convertible,4,1.5,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.902487052
Dell,Ultrabook,8,1.9,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,10.47233602
Dell,Notebook,16,2.06,1,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,11.59008035
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,11.14875277
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.22619654
HP,Workstation,8,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.43620667
Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.22192911
Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows,10.8537845
Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.750081515
Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.8823158
Dell,Notebook,8,2.36,1,0,100.4546699,Intel Core i5,2000,0,Intel,Windows,10.29879032
Dell,Notebook,8,1.36,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.23889064
HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.06006044
Asus,Notebook,8,2,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.82674595
Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,Windows,10.55342238
HP,Notebook,8,1.86,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.43546548
Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,0,256,Nvidia,Others,10.18816712
HP,Notebook,8,2.04,0,0,100.4546699,Other Intel Processor,2000,0,Intel,Windows,9.93914037
Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i5,1000,128,AMD,Windows,10.96489629
Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Others,10.67135994
Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,10.77684406
HP,Ultrabook,8,1.36,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.44293209
Asus,2 in 1 Convertible,12,2.26,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,Windows,10.97771698
Acer,Notebook,4,2.1,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,10.03000037
Asus,Gaming,16,3.25,0,1,127.3356746,AMD Processor,1000,256,AMD,Windows,11.67131902
Lenovo,Notebook,4,2.6,0,0,106.1130621,AMD Processor,0,128,AMD,Windows,10.16792352
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,10.74291566
HP,Notebook,4,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.16790307
Lenovo,Netbook,4,1.59,0,1,135.0942112,Other Intel Processor,0,128,Intel,Windows,10.29091903
Dell,Notebook,4,1.8,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.708902303
Asus,Notebook,4,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.631552837
Acer,Notebook,8,2.4,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,10.71608039
HP,Gaming,8,3.35,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.0581096
Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i3,0,128,Intel,Others,9.975737514
Asus,Gaming,8,2.3,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.38711731
Lenovo,Notebook,8,1.5,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows,10.97771698
Asus,Ultrabook,16,1.1,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.44230332
Lenovo,Ultrabook,8,1.13,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows,11.70836856
Lenovo,Notebook,4,1.5,0,1,165.6321181,Intel Core i3,0,128,Intel,Windows,10.28365947
Dell,Workstation,8,2.23,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,11.19739685
Dell,Workstation,8,2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.64178295
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,11.80320057
Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,10.92157502
Asus,Gaming,16,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.34767905
Acer,Notebook,12,2.2,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,Windows,10.51801858
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.18267988
Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,10.63340518
HP,Ultrabook,4,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.18816712
Lenovo,Notebook,8,2.1,0,1,141.2119981,Intel Core i7,0,256,AMD,Windows,11.08997269
Lenovo,Notebook,8,1.9,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,10.81931098
Dell,Workstation,8,1.78,1,0,282.4239962,Intel Core i7,0,256,Nvidia,Windows,11.88100268
Lenovo,Ultrabook,16,1.13,0,1,209.8006829,Intel Core i7,0,1000,Intel,Windows,11.8483972
Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,9.699146128
Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.30793023
Lenovo,Notebook,8,2.1,0,1,141.2119981,Intel Core i5,1000,256,AMD,Windows,11.01828417
Acer,Notebook,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,10.75434592
MSI,Gaming,16,2.8,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.69380198
Asus,Ultrabook,8,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.51085773
Toshiba,Ultrabook,16,1.2,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.44121634
Dell,Ultrabook,8,1.36,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.4021101
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,9.989276182
Lenovo,Notebook,2,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.694067896
Lenovo,Workstation,8,2.67,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.53824227
Lenovo,Ultrabook,8,1.7,0,1,209.8006829,Intel Core i7,0,512,Nvidia,Windows,11.54754948
HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,10.12616379
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,10.64634002
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.80859276
Dell,Notebook,4,2.3,0,0,141.2119981,Intel Core i5,0,256,AMD,Others,10.37065567
Dell,Notebook,4,1.65,0,0,117.8265301,Intel Core i3,0,128,Intel,Windows,10.5108023
HP,Ultrabook,8,1.43,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.28878141
Dell,Notebook,8,2.14,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.26703757
Lenovo,Ultrabook,8,1.75,0,1,157.3505121,Intel Core i7,0,256,AMD,Windows,11.07837309
Lenovo,2 in 1 Convertible,16,2,1,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,11.52464374
Chuwi,Notebook,6,1.4,0,1,267.338436,Other Intel Processor,0,0,Intel,Windows,10.08258391
HP,Notebook,8,2.31,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,11.23889064
Asus,Notebook,8,2.3,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Others,10.36747814
Dell,Gaming,16,4.42,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,Windows,11.91257852
Dell,Gaming,8,2.62,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.03087387
Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,11.01644762
Dell,Ultrabook,8,1.6,0,0,157.3505121,Intel Core i7,0,256,Intel,Others,10.97771698
HP,Gaming,12,3.35,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.57596336
Mediacom,2 in 1 Convertible,4,1.16,1,1,189.9057905,Other Intel Processor,0,32,Intel,Windows,9.6760046
Samsung,Netbook,4,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,9.570272406
Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,10.89326664
Lenovo,Notebook,4,1.7,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows,10.37082262
Lenovo,Workstation,16,2.3,0,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,11.77736143
Lenovo,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.77899608
Asus,Gaming,8,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,11.41099905
HP,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.824885806
Google,Ultrabook,16,1.1,1,0,234.5074,Intel Core i7,0,512,Intel,Others,11.67131902
Lenovo,Ultrabook,24,1.32,0,0,209.8006829,Intel Core i7,0,512,Intel,Windows,11.75125678
Asus,Notebook,4,2,0,0,141.2119981,Intel Core i5,0,256,Intel,Others,10.3017105
Lenovo,Notebook,8,2.8,0,0,106.1130621,AMD Processor,1000,0,AMD,Windows,10.22746491
Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,10.59430001
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i5,0,256,Intel,Windows,11.2402912
Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows,9.830632948
HP,Gaming,8,2.2,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,10.97771698
Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Windows,11.04798293
Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,10.06641832
Dell,Workstation,8,2.23,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows,11.57295735
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.91067852
Microsoft,Ultrabook,16,1.25,1,0,200.8425599,Intel Core i7,0,512,Intel,Windows,11.83458801
HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,10.35398721
Dell,Workstation,16,2.17,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.5638847
HP,Workstation,8,2.31,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,11.31119501
Lenovo,Notebook,8,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.17971032
Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i7,1000,128,AMD,Windows,10.86209267
Dell,2 in 1 Convertible,4,1.47,1,0,135.0942112,Other Intel Processor,500,0,Intel,Windows,10.14726162
Dell,Notebook,8,4.42,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,11.59920297
Microsoft,Ultrabook,4,1.252,1,0,200.8425599,Other Intel Processor,0,128,Intel,Windows,10.87225536
Microsoft,Ultrabook,8,1.25,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows,11.47054726
HP,Notebook,8,2.5,0,0,106.1130621,Intel Core i3,0,256,Intel,Windows,10.43687294
Acer,Notebook,4,2.23,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,10.27451027
Acer,Netbook,4,1.4,0,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,10.05090706
Asus,Notebook,8,2.37,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.59430001
Lenovo,Notebook,8,1.5,0,1,157.3505121,Intel Core i7,0,512,AMD,Others,10.65892197
Lenovo,Notebook,8,2.67,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.62048037
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.692588728
Acer,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,500,0,Nvidia,Windows,10.12616379
Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i5,2000,0,AMD,Windows,10.6075628
HP,Gaming,12,3.78,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,11.41335615
Lenovo,Ultrabook,12,1.4,0,1,209.8006829,Intel Core i7,0,256,Intel,Windows,11.50281695
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361,Intel Core i7,0,512,Intel,Windows,11.57596336
HP,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,11.02655047
Google,Ultrabook,8,1.1,1,0,234.5074,Intel Core i5,0,128,Intel,Others,11.12626248
Dell,Ultrabook,8,1.42,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.49408681
Asus,Notebook,12,2.06,0,1,282.4239962,Intel Core i7,1000,128,Intel,Windows,11.14491104
Dell,Notebook,8,1.79,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,10.58221121
Dell,Workstation,8,1.78,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.76211283
Lenovo,Notebook,8,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows,11.19373786
Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,10.49027372
Toshiba,Notebook,8,1.05,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,11.39733682
Dell,Notebook,8,2.16,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.11601407
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.34990418
HP,Notebook,4,1.49,0,1,165.6321181,Intel Core i5,0,128,Intel,Windows,10.56311104
Chuwi,Notebook,4,1.89,0,0,141.2119981,Other Intel Processor,0,0,Intel,Windows,9.492612236
Lenovo,Notebook,4,2.3,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,10.31238676
Lenovo,Notebook,8,1.75,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,10.93115363
Dell,Workstation,16,2.17,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.73261217
Dell,Notebook,16,2.06,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.52464374
Lenovo,Ultrabook,16,1.36,0,1,176.2325736,Intel Core i7,0,512,Intel,Windows,11.46999124
Asus,Ultrabook,16,0.91,0,0,176.2325736,Intel Core i7,0,512,Intel,Windows,11.55114568
Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.89523499
Toshiba,Ultrabook,32,1.05,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.91257852
Asus,Gaming,8,1.99,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.1834209
Acer,Notebook,8,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,10.3368635
Asus,Gaming,24,4.33,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.12154549
Lenovo,Ultrabook,8,1.3,0,1,125.367428,Intel Core i5,0,180,Intel,Windows,10.97771698
Lenovo,Notebook,8,2.17,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,10.77673282
HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i7,0,1000,Intel,Windows,11.4423605
Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i3,0,256,Intel,Windows,10.83096982
Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,10.79010392
Asus,Netbook,4,1.2,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.804506644
HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,0,256,AMD,Windows,10.40365014
Lenovo,2 in 1 Convertible,8,1.4,1,1,158.4825302,Intel Core i5,0,256,Intel,Windows,11.35269474
Lenovo,Notebook,4,2.1,0,0,111.9352036,Other Intel Processor,500,0,Intel,Windows,9.6760046
Lenovo,Netbook,4,1.25,0,0,135.0942112,Other Intel Processor,0,16,Intel,Others,9.555290852
Lenovo,Notebook,8,1.44,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,10.83096982
Asus,Notebook,8,2,0,0,141.2119981,Intel Core i7,1000,256,Intel,Windows,11.08544049
Acer,Notebook,4,2.2,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.39392596
HP,Ultrabook,8,1.34,0,1,165.6321181,Intel Core i7,0,512,Intel,Windows,11.16321819
Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Others,11.0222083
Dell,Ultrabook,8,1.29,1,1,165.6321181,Intel Core i5,0,128,Intel,Windows,10.77684406
Acer,Notebook,4,2.2,0,0,141.2119981,Intel Core i7,500,0,Nvidia,Windows,10.43546548
Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.70418964
Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,11.08154402
Xiaomi,Notebook,16,1.95,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Others,11.21975283
Asus,Netbook,2,1.1,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.476819237
HP,Notebook,4,2.04,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.23221277
Asus,Gaming,24,2.24,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.97120463
HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.76565826
Asus,Gaming,16,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.29144453
Lenovo,Gaming,8,3.2,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.219074
HP,Ultrabook,8,1.32,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,11.219074
Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.12996542
HP,Notebook,4,1.63,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,10.5108023
Dell,Notebook,8,2.8,0,1,127.3356746,Intel Core i5,1000,128,AMD,Others,10.76565826
